"Id","Class","Family"
"4g2UZv3nOGWbTCiptDsQ",1,"Ramnit"
"4gmLdiWMqTFlR0UhBY7b",1,"Ramnit"
"4IjXuwLqD3f9tsRaAnMb",1,"Ramnit"
"4iLgBPqdDRz3vtYKJ9aF",1,"Ramnit"
"4JrEyAeIS67UPfkYVz52",1,"Ramnit"
"4KgGClw1aNsMP8TWRFio",1,"Ramnit"
"4kKcuD5YGjy8QtUh6Vm1",1,"Ramnit"
"4KSqD2j0yXBPGgskLCFa",1,"Ramnit"
"4l7o0adxGiDvStmFVnzb",1,"Ramnit"
"4lCg5d8GD17tpwQso6RZ",1,"Ramnit"
"4LmXA1gc7unUyMPvFQob",1,"Ramnit"
"4M9zLZjcgVbWiyINDEGp",1,"Ramnit"
"4mETUDblC7Ffhq5yoK8c",1,"Ramnit"
"4n5LKPoBHSyfNz6iWJeQ",1,"Ramnit"
"4oGUEFhwqTxk6Ku5Q9N1",1,"Ramnit"
"4oukFyPdeRqwVKIQrc8C",1,"Ramnit"
"4pd6mnJHiweUgAIjNubQ",1,"Ramnit"
"4pehWH6b9IgL3ZF7uJCG",1,"Ramnit"
"4pQWju6nLDqSwUIiZhs3",1,"Ramnit"
"4QlfSpex83Nsh2oBcWXv",1,"Ramnit"
"4r5lOkQTuIs7CHygqLYN",1,"Ramnit"
"4rQn1u9Ygp2ZahEk8mM6",1,"Ramnit"
"4SBiOYxhVHqXWgKwtdLG",1,"Ramnit"
"4SjLXYDV0JuCaKdmNHGv",1,"Ramnit"
"4sPNK2e8VEkXb5t1odf9",1,"Ramnit"
"4SuwT5vFQc1YN70iegLx",1,"Ramnit"
"4TERbWHyu2GCfxmgvF39",1,"Ramnit"
"4uTz3lUCb8gwtRy02Vk6",1,"Ramnit"
"4vfLo0M1ODSRVyJzkX5b",1,"Ramnit"
"4VKhCWNBkJxvnOreStys",1,"Ramnit"
"4wIxhDlpCbJVkZLfHKtP",1,"Ramnit"
"4wJsmEQAIdSi9BXK1g2o",1,"Ramnit"
"4wvKaeRqlQSBEP9nLOMI",1,"Ramnit"
"4XEdp5nArx9TN3qZ62kf",1,"Ramnit"
"4xli1n8H7ez9aR5vbPSN",1,"Ramnit"
"4y09ZDr5jWIsNSfkFHzO",1,"Ramnit"
"4ZMDs6aAF8hWwTJuIPeX",1,"Ramnit"
"50f7jCS4w3hED2ueRosN",1,"Ramnit"
"52Vdf3czIoBaAFsv8gmy",1,"Ramnit"
"56xz9YhvW0CwotDpBnMQ",1,"Ramnit"
"5764RnJYTirWq1utgdkN",1,"Ramnit"
"58h7Q0perUzCyg3KHZPN",1,"Ramnit"
"58kxhXouHzFd4g3rmInB",1,"Ramnit"
"58nzDrNVjhdog7QYkxe4",1,"Ramnit"
"5a3BqXVrZdHKFeMiuyox",1,"Ramnit"
"5AWgucYh0Hr6K8tNBMQq",1,"Ramnit"
"5DTUziJFLRQ17phBsOfE",1,"Ramnit"
"5ePdLKZoCV9nv0xIWcl4",1,"Ramnit"
"5EwhdlmstoBPqi36ZUAN",1,"Ramnit"
"5GpVKiAvyOcJlnaSZkfx",1,"Ramnit"
"5ha8CD4kXfvpQ2oGwNcB",1,"Ramnit"
"5HoI9qyLeGvARjSNTOnK",1,"Ramnit"
"5iJsI0VCgF2D1Gukdayc",1,"Ramnit"
"5jqWz0imIyErK3t1RLv4",1,"Ramnit"
"5JtRNUe8giGB2j3C7mov",1,"Ramnit"
"5KZSxj8gGDcdu1bs0v76",1,"Ramnit"
"5LTIfdPNmeBt027KkVlb",1,"Ramnit"
"5M1NF3uPvts98WBGUi0E",1,"Ramnit"
"5mcXAfSQWlV43hb6Ns1d",1,"Ramnit"
"5mFA9kajVz67sSR8YNGL",1,"Ramnit"
"5mS2M1zjfQZ9HAVIFeLc",1,"Ramnit"
"5mThHDbEpSQAYq3F1xvz",1,"Ramnit"
"5NAQh3w9SULO24RtEM6b",1,"Ramnit"
"5nPbr70kNiOSQGZmL8IH",1,"Ramnit"
"5NyhVH1xZIwS4CFu93Rl",1,"Ramnit"
"5Of9sWRiPv6dZwHIEqtS",1,"Ramnit"
"5Oo2bJ70FIKqHBfgUymk",1,"Ramnit"
"5OsZTkXgflhr4VAFmxE7",1,"Ramnit"
"5PIwjdM6ROvnbiN9Dx0a",1,"Ramnit"
"5pQS3Z7bW1c84XRhmJYx",1,"Ramnit"
"5PqXJeyYtTAQLMca6mCB",1,"Ramnit"
"5PutEYBseLzSyT4mdpIb",1,"Ramnit"
"5QAGYlNrgvSIeRxDH294",1,"Ramnit"
"5QdqPwbTmEL9j6DR8poB",1,"Ramnit"
"5qh0jnJ9X3N4rimob6Wg",1,"Ramnit"
"5QkxLnYPlrhFpwDCZ67W",1,"Ramnit"
"5RfoZwcqXmDYSpEyNGF3",1,"Ramnit"
"5SGjeWfq2M9btVgF78rp",1,"Ramnit"
"5SgZNAyTDU8FCiEvwX7k",1,"Ramnit"
"5Su9y2pdWjXihsICkxUF",1,"Ramnit"
"5SUMnGsTvqBlJb24hy0A",1,"Ramnit"
"5tgsDzdZ9xMm8F47WNrv",1,"Ramnit"
"5TYzgLhQumXGqJe83bDn",1,"Ramnit"
"5UEJYb3qLkPlWiV2gz8T",1,"Ramnit"
"5Um2hXGgeCVPwdtInObq",1,"Ramnit"
"5UuSl3msMYk6Q7OiNHvR",1,"Ramnit"
"5vcEstbVjzK9FgqAO7Pd",1,"Ramnit"
"5VcsRv2Sfz9yJApielx4",1,"Ramnit"
"5w6GuqFsfkxg7TWIDQBY",1,"Ramnit"
"5Wj7vbRmSAoHI2Dfsql3",1,"Ramnit"
"5YFaPQwRb9Z6tMnkyvcd",1,"Ramnit"
"5YnsX6MpV1tAx4o8ZIdU",1,"Ramnit"
"5YxvIRpAnTkW7KBDHyJP",1,"Ramnit"
"5znLPJCcVseR4NTd79Sw",1,"Ramnit"
"60gR3qnjoYPf4rpbCOSk",1,"Ramnit"
"63RfPeChL1tsJwy2lVHo",1,"Ramnit"
"64ZtULx71bBcduDiY8GO",1,"Ramnit"
"67HtTa9RSq1vKfcA2PXB",1,"Ramnit"
"68icCkFVRJK5UtxLOqIu",1,"Ramnit"
"69jsYQMcGwzrBLUPRb5e",1,"Ramnit"
"6a5yQixgGtr7ZEOoFVUp",1,"Ramnit"
"6ADJCkZ35PmTsEnzRINX",1,"Ramnit"
"6aTHENeI5PBYgzJndM7V",1,"Ramnit"
"6bu0NZAsYoiUlCjEyH4X",1,"Ramnit"
"6ByMewHIzS0LpsWdXZU1",1,"Ramnit"
"6G0EdXzZTPkbhoucn8RK",1,"Ramnit"
"6GXdqZuQkcfbNyJA9gpx",1,"Ramnit"
"6hRaK4DkcXoZfI32BzH0",1,"Ramnit"
"6hsJVLzbaO4P8IGZcvrT",1,"Ramnit"
"6JckVCSUd5azvlGjBtbu",1,"Ramnit"
"6K8qujACMe4Q2GrzHRan",1,"Ramnit"
"6KDiSvjJq215CNuoGzH8",1,"Ramnit"
"6LICDZ7ujOWYomKvcwPM",1,"Ramnit"
"6LJuRVBNSdWGlaC7KbqQ",1,"Ramnit"
"6LK1nVc8N7aHAyjbFWYT",1,"Ramnit"
"6MFXjyhwL9xW4dme1OcU",1,"Ramnit"
"6mGvPyTaWit3wcogY9jO",1,"Ramnit"
"6pvAOQCLGgPa1EKniNW0",1,"Ramnit"
"6q5pP72VsJa03IoXRwKd",1,"Ramnit"
"6QAVaZX5SgTDHUpc3fMn",1,"Ramnit"
"6QxDV7wqj0SEsmWHzuNp",1,"Ramnit"
"6RIhg1UYy9uEOLXsQFSq",1,"Ramnit"
"6rM5fgWPyUekZKsNmTzV",1,"Ramnit"
"6rtCpa7TSAiKQZsORYPd",1,"Ramnit"
"6SHqMnAlwd79OrYL50Ti",1,"Ramnit"
"6slf2AGqxWCP53Z9NuhI",1,"Ramnit"
"6SMZ0wGN2p3hv9rFEVcb",1,"Ramnit"
"6sWpIKmX2qS91GMtUy3Z",1,"Ramnit"
"6TcBvxAgWEJNjLeGPoQi",1,"Ramnit"
"6tfw0xSL2FNHOCJBdlaA",1,"Ramnit"
"6tIbeDRa0jfnZYcFqVdL",1,"Ramnit"
"6tMgf5pGIsvHSn83WZyx",1,"Ramnit"
"6TUw1J5DR47dAgmjHLOs",1,"Ramnit"
"6Ty0HzvEdYNFnmiafxgL",1,"Ramnit"
"6unp3PJlh9AoH5tsOE12",1,"Ramnit"
"6w02fn5UqNDMd1tISWKc",1,"Ramnit"
"6W20HbpENsA7BvlF3SLG",1,"Ramnit"
"6YJyE0SvstChMfNp1TbG",1,"Ramnit"
"6zjI3os7KiycXwLqM9VE",1,"Ramnit"
"6ZO9dMHY5JkCofwTSyvm",1,"Ramnit"
"6zYSlNx9tBbUJkT0aGhr",1,"Ramnit"
"72Aksjb4NMtae3whWUE6",1,"Ramnit"
"75kSfRBJKbHzOQIgGsa4",1,"Ramnit"
"76cGRgDJyFW08rY1tz59",1,"Ramnit"
"78LEYtRhNmAP9Oogdv2Q",1,"Ramnit"
"7A10IwRlFPe2x9KhagSV",1,"Ramnit"
"7a5RVl9htyOJcBUK4rQm",1,"Ramnit"
"7aEbXfVnzhG6dRMLT58q",1,"Ramnit"
"7akW4s9DnVjR20eflLYm",1,"Ramnit"
"7C3msQWn96FlYTj1wGSc",1,"Ramnit"
"7CAzl4vfXB9jtU5eaSPV",1,"Ramnit"
"7DIjuLVbOBykxWXT6ciw",1,"Ramnit"
"7DLNKwxjz5AoPZtcXrHB",1,"Ramnit"
"7DNt8JzkhC5u3dfxnXLZ",1,"Ramnit"
"7EP1JTkcfG6hdVUe2RHY",1,"Ramnit"
"7fVDenWBIwTcLtGZzOAY",1,"Ramnit"
"7gGtd38URDHjCQsav6fI",1,"Ramnit"
"7Hpbm3GO2YECvoVQATt1",1,"Ramnit"
"7IFRYGVPBrp5Lmb9xTlv",1,"Ramnit"
"7IrpXlvH6LOStVaewBPg",1,"Ramnit"
"7K1zacbZA3HIjStR6kOs",1,"Ramnit"
"7kJzQC3OVyUXgBuLcnfj",1,"Ramnit"
"7krBiEAcFbZxTJsah04S",1,"Ramnit"
"7KuBf9wZiUkFYoatEMNz",1,"Ramnit"
"7l4AkQw3Gx8XRcJO1gaK",1,"Ramnit"
"7lLYUIrghGAcTnmWvEPC",1,"Ramnit"
"7mHG3hRAz15I8CSo9Kej",1,"Ramnit"
"7MQb5VEYLiSBPt1GZgeJ",1,"Ramnit"
"7NE0UFrvqLBgyuPcxkmR",1,"Ramnit"
"7O0WDlde2cJBq9VuM5nR",1,"Ramnit"
"7pdzUjNQPFyw41B0a8gR",1,"Ramnit"
"7PpZMfi3L0TNnxFKvuVj",1,"Ramnit"
"7qKcamLjgNfwJb0B3z9I",1,"Ramnit"
"7QtHrPMIOSsxAde6wnv0",1,"Ramnit"
"7rneDC6Ng10vEPuicRWV",1,"Ramnit"
"7RVrih9gAL1FodIKNTc2",1,"Ramnit"
"7s4hmScB9p6HZfNFwVri",1,"Ramnit"
"7SYuaZ8je5XbBpV6w0Ti",1,"Ramnit"
"7t2LuUCxAsgdqwWGIXY6",1,"Ramnit"
"7TCJgElGe5zdMK94wqoU",1,"Ramnit"
"7upD1xywIeOmibLNPSo4",1,"Ramnit"
"7w95c0pt83SLYuHBeRlG",1,"Ramnit"
"7wpdECAtSosOImULRkQW",1,"Ramnit"
"7wv5xnFcR2XleO19DyJb",1,"Ramnit"
"7xwMNplsj3EhBJ0Zkd9Q",1,"Ramnit"
"7zygNrKJ614ea2vuSlBk",1,"Ramnit"
"80G5QtOzNdR9CVxTJ3Uv",1,"Ramnit"
"80gD69r3peFlTAGtXzu7",1,"Ramnit"
"81ulAd7ac20I3FRTXeYr",1,"Ramnit"
"82kVSm5MBPszG7X13Zin",1,"Ramnit"
"84OlNTMLw3uXFdqapGUv",1,"Ramnit"
"84RrvZ0uc7kqOhsSDITN",1,"Ramnit"
"85lCRjIZmV670qYBJSNo",1,"Ramnit"
"87DkeyGYrEq3xpKFh9SO",1,"Ramnit"
"87FTRrZLn1WozgdYvbxQ",1,"Ramnit"
"89UZDSqlnhazBOCJrk3t",1,"Ramnit"
"8APhEd3UCifDsc4zVemR",1,"Ramnit"
"8bfAcO634YBuCm5ND1gx",1,"Ramnit"
"8cXfpniBZaYVAzg5xt19",1,"Ramnit"
"8eiOKmj1ER6wzul0bpT5",1,"Ramnit"
"8fgzBbsoHXwJ6UvDhmL4",1,"Ramnit"
"8gtaP24AeukjmiJUoCKE",1,"Ramnit"
"8H7F04qlbk1nuVtCmRzZ",1,"Ramnit"
"8hjIWlatZGceSXoTx14K",1,"Ramnit"
"8i6m0aVAwsdSY2FEfU59",1,"Ramnit"
"8iBGtATMYPI0cqpVC2d5",1,"Ramnit"
"8IvKHQxUmoe2CBwatuOi",1,"Ramnit"
"8iZw1cMaPBr4RJzxlFXH",1,"Ramnit"
"8JButIKigxSbR9cZ75qv",1,"Ramnit"
"8jeHRBlOysCUn9FKaAuf",1,"Ramnit"
"8JOaeQSwmosFkM56D90g",1,"Ramnit"
"8JUVDQ2tjPlZSRcYpzrw",1,"Ramnit"
"8kOwptdojBs37lfMrzWK",1,"Ramnit"
"8lGRJnmTIx3geu9fyFSs",1,"Ramnit"
"8LiHPj7EOaFpnN0uTAW9",1,"Ramnit"
"8LtljiSurqc9QVgkBPwM",1,"Ramnit"
"8LyrjEcsXh1MGd4wg3eS",1,"Ramnit"
"8N0hVC6RFuGAdxJ4keKi",1,"Ramnit"
"8nc3AGwk7qMWrEJhdSxP",1,"Ramnit"
"8p7F2yktHj4Sxd5IPJDs",1,"Ramnit"
"8pfbAyu34zotUCZwsv2G",1,"Ramnit"
"8PuImCboM1zNrUSD7OhV",1,"Ramnit"
"8rKwml3nGVhWAiUjDH19",1,"Ramnit"
"8s5WLuf0pivyOC7YI2er",1,"Ramnit"
"8VgdXSO0oFDwArpq3kBT",1,"Ramnit"
"8VlJEcmXepIy9RS3GMTq",1,"Ramnit"
"8W23ErmftGwoBqIAhecY",1,"Ramnit"
"8W7PJBs3cfumHjh6Mz5Z",1,"Ramnit"
"8WnPIkqEpG1sOmLyBiYQ",1,"Ramnit"
"8xoYOIE7Kf3htDGPbHA4",1,"Ramnit"
"8xq2imXEnK4oUR506zpf",1,"Ramnit"
"8xWUVaRdteXQ6ZPykFJ0",1,"Ramnit"
"8xZW7jgeCML04hIw3tOB",1,"Ramnit"
"8z7S4FrQvgI2a96dnVmf",1,"Ramnit"
"8ZImDglPqC9RSok2WxQ1",1,"Ramnit"
"90jZFCThBQ8HKsDxzywY",1,"Ramnit"
"91ToMmJQDchgCfyZYGzs",1,"Ramnit"
"93qwE6DU817h5JxGBn4d",1,"Ramnit"
"93vLt5cVNKnr7IsbQa48",1,"Ramnit"
"94dA6U1Diuc0rQxlyveO",1,"Ramnit"
"94YPXMUJpoafhVGgEKHT",1,"Ramnit"
"96q38IGMtxTJOalbAoK2",1,"Ramnit"
"9AFl6gbmVOB8zWPISnX0",1,"Ramnit"
